tipSampleSeparation,vDeflection,height,smoothedMeasuredHeight,measuredHeight,seriesTime,time
-3.0113583e-08,1.0034226e-09,7.861361e-06,-3.3771293e-08,-3.376133e-08,0.3577,0.1875
-3.0100736e-08,9.950976e-10,7.861344e-06,-3.3770384e-08,-3.371822e-08,0.3587,0.1885
-3.009188e-08,1.0035842e-09,7.8613175e-06,-3.3770384e-08,-3.3740214e-08,0.3597,0.1895
-3.0125086e-08,1.0109555e-09,7.861319e-06,-3.3769474e-08,-3.380022e-08,0.3607,0.1905
-3.01493e-08,1.0052111e-09,7.86131e-06,-3.3769474e-08,-3.3803552e-08,0.3617,0.1915
-3.0146374e-08,1.0006972e-09,7.861298e-06,-3.3768565e-08,-3.3784215e-08,0.3627,0.1925
-3.00363e-08,1.0122103e-09,7.8612875e-06,-3.3768565e-08,-3.3715995e-08,0.3637,0.1935
-3.011168e-08,1.0062685e-09,7.86129e-06,-3.3767655e-08,-3.3769773e-08,0.3647,0.1945
-3.0132476e-08,1.0032999e-09,7.86128e-06,-3.3767655e-08,-3.3779777e-08,0.3657,0.1955
-3.0183074e-08,1.020436e-09,7.861279e-06,-3.3766746e-08,-3.389267e-08,0.3667,0.1965
-3.005093e-08,1.0196779e-09,7.861291e-06,-3.3765836e-08,-3.375777e-08,0.3677,0.1975
-3.0094935e-08,1.0048844e-09,7.861293e-06,-3.3765836e-08,-3.3747995e-08,0.3687,0.1985
-3.016116e-08,1.0158258e-09,7.861296e-06,-3.3764927e-08,-3.3853997e-08,0.3697,0.1995
-3.0196894e-08,1.0063029e-09,7.861292e-06,-3.3764927e-08,-3.3855116e-08,0.3707,0.2005
-3.0147216e-08,1.0097577e-09,7.861296e-06,-3.3764017e-08,-3.3817994e-08,0.3717,0.2015
-3.0219528e-08,1.0084495e-09,7.861284e-06,-3.3763108e-08,-3.3885552e-08,0.3727,0.2025
-3.0175908e-08,1.022956e-09,7.8613e-06,-3.3763108e-08,-3.3894665e-08,0.3737,0.2035
-3.0071284e-08,1.0189084e-09,7.861313e-06,-3.37622e-08,-3.377533e-08,0.3747,0.2045
-3.0192922e-08,1.0025039e-09,7.861309e-06,-3.376129e-08,-3.383733e-08,0.3757,0.2055
-3.016572e-08,1.0267376e-09,7.861313e-06,-3.376129e-08,-3.3898225e-08,0.3767,0.2065
-3.0268563e-08,1.0275438e-09,7.861345e-06,-3.376038e-08,-3.4004e-08,0.3777,0.2075
-3.0155896e-08,1.0163569e-09,7.861363e-06,-3.375947e-08,-3.3850664e-08,0.3787,0.2085
