Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N]	Contact Point Offset [m]
WT_4_3um_Durchmesser-2016.10.26-14.25.37.657.jpk-force	72	6.78545e-06	1.85974e-05	-1.49492e-08	0.000308539	7.52237e-06
WT_4_3um_Durchmesser-2016.10.26-14.25.42.697.jpk-force	73	6.75397e-06	1.85974e-05	-1.48750e-08	0.000295357	7.51625e-06
WT_4_3um_Durchmesser-2016.10.26-14.25.47.733.jpk-force	74	6.72248e-06	1.85974e-05	-1.56670e-08	0.000392020	7.52268e-06
WT_4_3um_Durchmesser-2016.10.26-14.25.52.772.jpk-force	75	6.69099e-06	1.85974e-05	-1.44596e-08	0.000220940	7.52238e-06
WT_4_3um_Durchmesser-2016.10.26-14.25.57.815.jpk-force	76	6.65951e-06	1.85974e-05	-1.59654e-08	0.000425436	7.53144e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.02.852.jpk-force	77	6.62802e-06	1.85974e-05	-1.61646e-08	0.000445681	7.53456e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.07.890.jpk-force	78	6.59654e-06	1.85974e-05	-1.56227e-08	0.000369401	7.53997e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.12.934.jpk-force	79	6.56505e-06	1.85974e-05	-1.61908e-08	0.000444826	7.53824e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.17.980.jpk-force	80	6.56505e-06	1.86289e-05	-1.30611e-08	4.48013e-05	7.51915e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.23.026.jpk-force	81	6.59654e-06	1.86289e-05	-1.67781e-08	0.000513196	7.51337e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.28.074.jpk-force	82	6.62802e-06	1.86289e-05	-1.56737e-08	0.000370832	7.51030e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.33.118.jpk-force	83	6.65951e-06	1.86289e-05	-1.52051e-08	0.000310099	7.51572e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.38.160.jpk-force	84	6.69099e-06	1.86289e-05	-1.62929e-08	0.000440769	7.51499e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.43.204.jpk-force	85	6.72248e-06	1.86289e-05	-1.63840e-08	0.000441547	7.52496e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.48.249.jpk-force	86	6.75397e-06	1.86289e-05	-1.43872e-08	0.000192780	7.51161e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.53.293.jpk-force	87	6.78545e-06	1.86289e-05	-1.72640e-08	0.000554748	7.51724e-06
WT_4_3um_Durchmesser-2016.10.26-14.26.58.336.jpk-force	88	6.81694e-06	1.86289e-05	-1.56950e-08	0.000350097	7.50994e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.03.381.jpk-force	89	6.84843e-06	1.86289e-05	-1.64188e-08	0.000440820	7.51271e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.08.427.jpk-force	90	6.84842e-06	1.86604e-05	-1.70195e-08	0.000517250	7.51442e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.13.454.jpk-force	91	6.81694e-06	1.86604e-05	-1.41001e-08	0.000138231	7.52996e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.18.489.jpk-force	92	6.78545e-06	1.86604e-05	-1.70333e-08	0.000518583	7.54607e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.23.525.jpk-force	93	6.75397e-06	1.86604e-05	-1.62538e-08	0.000411966	7.55238e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.28.564.jpk-force	94	6.72248e-06	1.86604e-05	-1.51035e-08	0.000256983	7.56638e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.33.599.jpk-force	95	6.69099e-06	1.86604e-05	-1.52104e-08	0.000276441	7.56881e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.38.638.jpk-force	96	6.65951e-06	1.86604e-05	-1.65210e-08	0.000431778	7.57591e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.43.676.jpk-force	97	6.62802e-06	1.86604e-05	-1.67473e-08	0.000455495	7.58181e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.48.714.jpk-force	98	6.59654e-06	1.86604e-05	-1.68685e-08	0.000476679	7.59229e-06
WT_4_3um_Durchmesser-2016.10.26-14.27.53.752.jpk-force	99	6.56505e-06	1.86604e-05	-1.64586e-08	0.000414138	7.58857e-06
WT_5_3um_Durchmesser-2016.10.26-14.46.51.543.jpk-force	0	1.64150e-05	8.90680e-06	5.72567e-07	-0.0684514	8.47479e-06
WT_5_3um_Durchmesser-2016.10.26-14.46.56.572.jpk-force	1	1.64450e-05	8.90680e-06	-1.06877e-08	0.000113211	8.52792e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.01.610.jpk-force	2	1.64751e-05	8.90680e-06	-1.11891e-08	0.000168973	8.53319e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.06.648.jpk-force	3	1.65051e-05	8.90680e-06	-1.15768e-08	0.000206078	8.53283e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.11.687.jpk-force	4	1.65352e-05	8.90680e-06	-1.11794e-08	0.000157009	8.53127e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.16.725.jpk-force	5	1.65652e-05	8.90680e-06	-1.14015e-08	0.000176309	8.53383e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.21.764.jpk-force	6	1.65953e-05	8.90680e-06	-1.13344e-08	0.000164720	8.53298e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.26.807.jpk-force	7	1.66253e-05	8.90680e-06	-1.15531e-08	0.000186330	8.52701e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.31.849.jpk-force	8	1.66553e-05	8.90680e-06	-1.12890e-08	0.000151772	8.52845e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.36.889.jpk-force	9	1.66854e-05	8.90680e-06	-1.15852e-08	0.000181391	8.52831e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.41.925.jpk-force	10	1.66854e-05	8.93684e-06	-1.19042e-08	0.000214683	8.53000e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.46.962.jpk-force	11	1.66553e-05	8.93684e-06	-1.15778e-08	0.000173781	8.52938e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.51.999.jpk-force	12	1.66253e-05	8.93684e-06	-1.15242e-08	0.000162772	8.53302e-06
WT_5_3um_Durchmesser-2016.10.26-14.47.57.037.jpk-force	13	1.65953e-05	8.93684e-06	-1.20674e-08	0.000220202	8.53602e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.02.075.jpk-force	14	1.65652e-05	8.93684e-06	-1.13811e-08	0.000137331	8.53665e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.07.113.jpk-force	15	1.65352e-05	8.93684e-06	-1.20625e-08	0.000211854	8.53798e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.12.152.jpk-force	16	1.65051e-05	8.93684e-06	-1.12021e-08	0.000110844	8.53792e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.17.190.jpk-force	17	1.64751e-05	8.93684e-06	-1.18829e-08	0.000183319	8.53735e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.22.228.jpk-force	18	1.64450e-05	8.93684e-06	-1.15400e-08	0.000139710	8.54191e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.27.266.jpk-force	19	1.64150e-05	8.93684e-06	-1.14160e-08	0.000121622	8.54225e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.32.303.jpk-force	20	1.64150e-05	8.96689e-06	-1.14115e-08	0.000118060	8.54519e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.37.341.jpk-force	21	1.64450e-05	8.96689e-06	-1.18020e-08	0.000157810	8.54674e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.42.380.jpk-force	22	1.64751e-05	8.96689e-06	-1.17624e-08	0.000148170	8.54609e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.47.419.jpk-force	23	1.65051e-05	8.96689e-06	-1.24975e-08	0.000229245	8.54454e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.52.455.jpk-force	24	1.65352e-05	8.96689e-06	-1.19846e-08	0.000165470	8.54922e-06
WT_5_3um_Durchmesser-2016.10.26-14.48.57.493.jpk-force	25	1.65652e-05	8.96689e-06	-1.15924e-08	0.000118383	8.54958e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.02.538.jpk-force	26	1.65953e-05	8.96689e-06	-1.20806e-08	0.000169558	8.55296e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.07.575.jpk-force	27	1.66253e-05	8.96689e-06	-1.23392e-08	0.000194513	8.55474e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.12.616.jpk-force	28	1.66553e-05	8.96689e-06	-1.23392e-08	0.000190420	8.55100e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.17.658.jpk-force	29	1.66854e-05	8.96689e-06	-1.21923e-08	0.000169445	8.54725e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.22.693.jpk-force	30	1.66854e-05	8.99694e-06	-1.22597e-08	0.000173739	8.55304e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.27.730.jpk-force	31	1.66553e-05	8.99694e-06	-1.26147e-08	0.000208936	8.55359e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.32.767.jpk-force	32	1.66253e-05	8.99694e-06	-1.22741e-08	0.000168745	8.55555e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.37.802.jpk-force	33	1.65953e-05	8.99694e-06	-1.28164e-08	0.000225292	8.55945e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.42.845.jpk-force	34	1.65652e-05	8.99694e-06	-1.18434e-08	0.000112892	8.56440e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.47.877.jpk-force	35	1.65352e-05	8.99694e-06	-1.21260e-08	0.000140637	8.56715e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.52.914.jpk-force	36	1.65051e-05	8.99694e-06	-1.26803e-08	0.000199813	8.57594e-06
WT_5_3um_Durchmesser-2016.10.26-14.49.57.952.jpk-force	37	1.64751e-05	8.99694e-06	-1.25964e-08	0.000188478	8.57812e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.02.989.jpk-force	38	1.64450e-05	8.99694e-06	-1.24384e-08	0.000166582	8.57485e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.08.026.jpk-force	39	1.64150e-05	8.99694e-06	-1.26653e-08	0.000185912	8.58455e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.13.063.jpk-force	40	1.64150e-05	9.02699e-06	-1.26368e-08	0.000180418	8.58194e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.18.101.jpk-force	41	1.64450e-05	9.02699e-06	-1.25926e-08	0.000170283	8.58340e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.23.138.jpk-force	42	1.64751e-05	9.02699e-06	-1.30014e-08	0.000212276	8.58907e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.28.175.jpk-force	43	1.65051e-05	9.02699e-06	-1.35938e-08	0.000275544	8.59316e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.33.213.jpk-force	44	1.65352e-05	9.02699e-06	-1.27577e-08	0.000176113	8.59190e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.38.251.jpk-force	45	1.65652e-05	9.02699e-06	-1.30625e-08	0.000206646	8.59380e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.43.295.jpk-force	46	1.65953e-05	9.02699e-06	-1.26283e-08	0.000153515	8.58967e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.48.332.jpk-force	47	1.66253e-05	9.02699e-06	-1.30024e-08	0.000192214	8.59550e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.53.370.jpk-force	48	1.66553e-05	9.02699e-06	-1.26383e-08	0.000146054	8.59069e-06
WT_5_3um_Durchmesser-2016.10.26-14.50.58.413.jpk-force	49	1.66854e-05	9.02699e-06	-1.29494e-08	0.000176555	8.59578e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.03.451.jpk-force	50	1.66854e-05	9.05704e-06	-1.34582e-08	0.000230206	8.59275e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.08.488.jpk-force	51	1.66553e-05	9.05704e-06	-1.27588e-08	0.000147273	8.59542e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.13.525.jpk-force	52	1.66253e-05	9.05704e-06	-1.27073e-08	0.000138562	8.60479e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.18.568.jpk-force	53	1.65953e-05	9.05704e-06	-1.26427e-08	0.000127749	8.60415e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.23.598.jpk-force	54	1.65652e-05	9.05704e-06	-1.29177e-08	0.000155376	8.60414e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.28.635.jpk-force	55	1.65352e-05	9.05704e-06	-1.35526e-08	0.000221919	8.61204e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.33.672.jpk-force	56	1.65051e-05	9.05704e-06	-1.29275e-08	0.000146990	8.61321e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.38.709.jpk-force	57	1.64751e-05	9.05704e-06	-1.30889e-08	0.000160819	8.61879e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.43.746.jpk-force	58	1.64450e-05	9.05704e-06	-1.28087e-08	0.000126259	8.62202e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.48.784.jpk-force	59	1.64150e-05	9.05704e-06	-1.34601e-08	0.000195706	8.62443e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.53.822.jpk-force	60	1.64150e-05	9.08708e-06	-1.30416e-08	0.000146146	8.62733e-06
WT_5_3um_Durchmesser-2016.10.26-14.51.58.859.jpk-force	61	1.64450e-05	9.08708e-06	-1.36700e-08	0.000213990	8.62640e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.03.897.jpk-force	62	1.64751e-05	9.08708e-06	-1.32539e-08	0.000163956	8.62872e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.08.935.jpk-force	63	1.65051e-05	9.08708e-06	-1.29281e-08	0.000125205	8.62104e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.13.973.jpk-force	64	1.65352e-05	9.08708e-06	-1.31819e-08	0.000149936	8.62540e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.19.012.jpk-force	65	1.65652e-05	9.08708e-06	-1.33238e-08	0.000164212	8.62685e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.24.050.jpk-force	66	1.65953e-05	9.08708e-06	-1.29404e-08	0.000118798	8.62848e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.29.088.jpk-force	67	1.66253e-05	9.08708e-06	-1.32120e-08	0.000145291	8.62671e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.34.132.jpk-force	68	1.66553e-05	9.08708e-06	-1.36682e-08	0.000193325	8.63305e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.39.169.jpk-force	69	1.66854e-05	9.08708e-06	-1.35600e-08	0.000178747	8.63028e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.44.208.jpk-force	70	1.66854e-05	9.11713e-06	-1.31171e-08	0.000126430	8.62515e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.49.244.jpk-force	71	1.66553e-05	9.11713e-06	-1.36982e-08	0.000187963	8.63643e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.54.279.jpk-force	72	1.66253e-05	9.11713e-06	-1.34807e-08	0.000159043	8.64023e-06
WT_5_3um_Durchmesser-2016.10.26-14.52.59.315.jpk-force	73	1.65953e-05	9.11713e-06	-1.35196e-08	0.000159152	8.64739e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.04.352.jpk-force	74	1.65652e-05	9.11713e-06	-1.38285e-08	0.000189772	8.65158e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.09.389.jpk-force	75	1.65352e-05	9.11713e-06	-1.32289e-08	0.000120843	8.64966e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.14.425.jpk-force	76	1.65051e-05	9.11713e-06	-1.38027e-08	0.000181021	8.65207e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.19.462.jpk-force	77	1.64751e-05	9.11713e-06	-1.36513e-08	0.000160157	8.65869e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.24.498.jpk-force	78	1.64450e-05	9.11713e-06	-1.37774e-08	0.000170209	8.66418e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.29.535.jpk-force	79	1.64150e-05	9.11713e-06	-1.35790e-08	0.000143994	8.66806e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.34.579.jpk-force	80	1.64150e-05	9.14718e-06	-1.36267e-08	0.000159094	8.66094e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.39.613.jpk-force	81	1.64450e-05	9.14718e-06	-1.40097e-08	0.000187159	8.66759e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.44.650.jpk-force	82	1.64751e-05	9.14718e-06	-1.42195e-08	0.000205579	8.67275e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.49.685.jpk-force	83	1.65051e-05	9.14718e-06	-1.37304e-08	0.000147776	8.66411e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.54.722.jpk-force	84	1.65352e-05	9.14718e-06	-1.40486e-08	0.000181004	8.67000e-06
WT_5_3um_Durchmesser-2016.10.26-14.53.59.759.jpk-force	85	1.65652e-05	9.14718e-06	-1.38198e-08	0.000152697	8.66978e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.04.798.jpk-force	86	1.65953e-05	9.14718e-06	-1.38755e-08	0.000154664	8.67295e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.09.836.jpk-force	87	1.66253e-05	9.14718e-06	-1.39728e-08	0.000161889	8.66591e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.14.879.jpk-force	88	1.66553e-05	9.14718e-06	-1.40173e-08	0.000163593	8.66480e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.19.916.jpk-force	89	1.66854e-05	9.14718e-06	-1.39533e-08	0.000153086	8.65863e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.24.960.jpk-force	90	1.66854e-05	9.17723e-06	-1.39664e-08	0.000151055	8.66056e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.29.995.jpk-force	91	1.66553e-05	9.17723e-06	-1.42583e-08	0.000179857	8.66149e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.35.030.jpk-force	92	1.66253e-05	9.17723e-06	-1.41389e-08	0.000162593	8.66613e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.40.066.jpk-force	93	1.65953e-05	9.17723e-06	-1.45122e-08	0.000202032	8.66852e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.45.101.jpk-force	94	1.65652e-05	9.17723e-06	-1.39915e-08	0.000139154	8.67256e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.50.139.jpk-force	95	1.65352e-05	9.17723e-06	-1.46219e-08	0.000206327	8.68041e-06
WT_5_3um_Durchmesser-2016.10.26-14.54.55.175.jpk-force	96	1.65051e-05	9.17723e-06	-1.43447e-08	0.000171559	8.67880e-06
WT_5_3um_Durchmesser-2016.10.26-14.55.00.212.jpk-force	97	1.64751e-05	9.17723e-06	-1.41931e-08	0.000153146	8.67573e-06
WT_5_3um_Durchmesser-2016.10.26-14.55.05.248.jpk-force	98	1.64450e-05	9.17723e-06	-1.45007e-08	0.000183955	8.68126e-06
WT_5_3um_Durchmesser-2016.10.26-14.55.10.284.jpk-force	99	1.64150e-05	9.17723e-06	-1.43971e-08	0.000169098	8.68390e-06
WT_6_4um_Durchmesser-2016.10.26-14.59.40.047.jpk-force	0	1.50113e-05	8.35139e-06	4.73724e-07	-0.0559602	8.68438e-06
WT_6_4um_Durchmesser-2016.10.26-14.59.45.075.jpk-force	1	1.50425e-05	8.35139e-06	-1.56391e-08	0.000135729	8.73829e-06
WT_6_4um_Durchmesser-2016.10.26-14.59.50.118.jpk-force	2	1.50737e-05	8.35139e-06	-1.59622e-08	0.000168732	8.73164e-06
WT_6_4um_Durchmesser-2016.10.26-14.59.55.159.jpk-force	3	1.51048e-05	8.35139e-06	-1.52220e-08	8.41584e-05	8.72617e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.00.198.jpk-force	4	1.51360e-05	8.35139e-06	-1.55155e-08	0.000114570	8.72462e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.05.241.jpk-force	5	1.51672e-05	8.35139e-06	-1.56963e-08	0.000128709	8.72082e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.10.284.jpk-force	6	1.51983e-05	8.35139e-06	-1.58836e-08	0.000148577	8.71233e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.15.328.jpk-force	7	1.52295e-05	8.35139e-06	-1.56113e-08	0.000115572	8.70856e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.20.370.jpk-force	8	1.52607e-05	8.35139e-06	-1.53788e-08	8.74444e-05	8.70328e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.25.412.jpk-force	9	1.52919e-05	8.35139e-06	-1.63582e-08	0.000193135	8.70573e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.30.453.jpk-force	10	1.52919e-05	8.38257e-06	-1.51692e-08	5.65869e-05	8.69639e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.35.500.jpk-force	11	1.52607e-05	8.38257e-06	-1.58052e-08	0.000123726	8.69228e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.40.541.jpk-force	12	1.52295e-05	8.38257e-06	-1.51010e-08	4.20823e-05	8.68793e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.45.582.jpk-force	13	1.51983e-05	8.38257e-06	-1.56614e-08	9.79849e-05	8.68610e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.50.626.jpk-force	14	1.51672e-05	8.38257e-06	-1.57037e-08	0.000103195	8.68287e-06
WT_6_4um_Durchmesser-2016.10.26-15.00.55.669.jpk-force	15	1.51360e-05	8.38257e-06	-1.54862e-08	7.46365e-05	8.67668e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.00.711.jpk-force	16	1.51048e-05	8.38257e-06	-1.62502e-08	0.000158461	8.66974e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.05.756.jpk-force	17	1.50737e-05	8.38257e-06	-1.54514e-08	6.50860e-05	8.65635e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.10.805.jpk-force	18	1.50425e-05	8.38257e-06	-1.63209e-08	0.000146890	8.64829e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.15.844.jpk-force	19	1.50113e-05	8.38257e-06	-1.86714e-08	0.000377483	8.64334e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.20.887.jpk-force	20	1.50113e-05	8.41374e-06	-1.69562e-08	0.000221324	8.64008e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.25.923.jpk-force	21	1.50425e-05	8.41374e-06	-1.64379e-08	0.000161235	8.63596e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.30.960.jpk-force	22	1.50737e-05	8.41374e-06	-1.64595e-08	0.000159065	8.63559e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.35.998.jpk-force	23	1.51048e-05	8.41374e-06	-1.66116e-08	0.000173498	8.63538e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.41.036.jpk-force	24	1.51360e-05	8.41374e-06	-1.72807e-08	0.000245717	8.63522e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.46.073.jpk-force	25	1.51672e-05	8.41374e-06	-1.71792e-08	0.000229689	8.63799e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.51.111.jpk-force	26	1.51983e-05	8.41374e-06	-1.72561e-08	0.000234959	8.63014e-06
WT_6_4um_Durchmesser-2016.10.26-15.01.56.147.jpk-force	27	1.52295e-05	8.41374e-06	-1.68164e-08	0.000179626	8.63760e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.01.186.jpk-force	28	1.52607e-05	8.41374e-06	-1.68022e-08	0.000175664	8.63411e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.06.228.jpk-force	29	1.52919e-05	8.41374e-06	-1.67410e-08	0.000169660	8.62853e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.11.275.jpk-force	30	1.52919e-05	8.44491e-06	-1.76194e-08	0.000263292	8.62692e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.16.311.jpk-force	31	1.52607e-05	8.44491e-06	-1.67877e-08	0.000166232	8.61978e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.21.355.jpk-force	32	1.52295e-05	8.44491e-06	-1.70946e-08	0.000197314	8.61126e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.26.399.jpk-force	33	1.51983e-05	8.44491e-06	-1.70616e-08	0.000191875	8.61315e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.31.441.jpk-force	34	1.51672e-05	8.44491e-06	-1.72935e-08	0.000215468	8.60695e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.36.488.jpk-force	35	1.51360e-05	8.44491e-06	-1.75690e-08	0.000242576	8.60372e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.41.523.jpk-force	36	1.51048e-05	8.44491e-06	-1.70426e-08	0.000179816	8.60020e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.46.570.jpk-force	37	1.50737e-05	8.44491e-06	-1.75742e-08	0.000235986	8.59633e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.51.616.jpk-force	38	1.50425e-05	8.44491e-06	-1.82456e-08	0.000308713	8.59332e-06
WT_6_4um_Durchmesser-2016.10.26-15.02.56.659.jpk-force	39	1.50113e-05	8.44491e-06	-1.80879e-08	0.000289856	8.57208e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.01.695.jpk-force	40	1.50113e-05	8.47609e-06	-1.79293e-08	0.000268911	8.56109e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.06.730.jpk-force	41	1.50425e-05	8.47609e-06	-1.77430e-08	0.000247092	8.57552e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.11.765.jpk-force	42	1.50737e-05	8.47609e-06	-1.79901e-08	0.000274037	8.57860e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.16.800.jpk-force	43	1.51048e-05	8.47609e-06	-1.83023e-08	0.000308595	8.58308e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.21.834.jpk-force	44	1.51360e-05	8.47609e-06	-1.73042e-08	0.000194390	8.58081e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.26.869.jpk-force	45	1.51672e-05	8.47609e-06	-1.85272e-08	0.000328239	8.58727e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.31.905.jpk-force	46	1.51983e-05	8.47609e-06	-1.76223e-08	0.000223929	8.58882e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.36.942.jpk-force	47	1.52295e-05	8.47609e-06	-1.80944e-08	0.000271525	8.58746e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.41.980.jpk-force	48	1.52607e-05	8.47609e-06	-1.82393e-08	0.000288012	8.58990e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.47.024.jpk-force	49	1.52919e-05	8.47609e-06	-1.82594e-08	0.000285238	8.58857e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.52.067.jpk-force	50	1.52919e-05	8.50726e-06	-1.87852e-08	0.000341250	8.59041e-06
WT_6_4um_Durchmesser-2016.10.26-15.03.57.104.jpk-force	51	1.52607e-05	8.50726e-06	-1.76902e-08	0.000213915	8.57888e-06
